OBJECTID,BasinCode,Description,Latitude,Longitude,Ecoregion,Planning_Segment,WebData,County,HUC8,Basin,Status,Title,AssessmentUnit,x,y
92,ARK0070A,"Gar Creek above Plastronics Packaging Ozark,AR.",35.50,-93.84,ARRV,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0070A#display,24,11110201,ARK0070A,I,Water Quality Monitoring Station,,-10446466.829,4232189.56
93,ARK0070B,Gar Creek below Plastronic Package Ozark AR.,35.50,-93.84,ARRV,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0070B#display,24,11110201,ARK0070B,I,Water Quality Monitoring Station,,-10446099.337,4232148.725
94,ARK0071A,Phillips Creek-Pine Bluff Arsenal- ab discharge,34.36,-92.09,GULF,3C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0071A#display,35,11110207,ARK0071A,I,Water Quality Monitoring Station,,-10251223.375,4076867.542
95,ARK0071B,Phillips Cr. PineBluff Arsenal below discharge,34.36,-92.09,GULF,3C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0071B#display,35,11110207,ARK0071B,I,Water Quality Monitoring Station,,-10251100.924,4076759.667
96,ARK0072A,Production Creek above Pine Bluff Arsenal NPDES discharge,34.30,-92.06,GULF,3C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0072A#display,35,11110207,ARK0072A,I,Water Quality Monitoring Station,,-10247549.831,4069049.221
97,ARK0072B,Production Creek below Pine Bluff Arsenal NPDES Discharge.,34.30,-92.06,GULF,3C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0072B#display,35,11110207,ARK0072B,I,Water Quality Monitoring Station,,-10247583.227,4068860.57
98,ARK0073A,Prairie Cr.above Firestone Rubber NPDES discharge Russiville,35.28,-93.11,ARRV,3F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0073A#display,58,11110202,ARK0073A,I,Water Quality Monitoring Station,,-10365481.738,4202339.215
99,ARK0073B,Prairie Cr. bl. Firestone Rubber NPDES discharge.Russiville,35.28,-93.12,ARRV,3F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0073B#display,58,11110202,ARK0073B,I,Water Quality Monitoring Station,,-10366004.94,4202148.3
100,ARK0074B,Unnamed trib. to Ink Bayou Bl. Mabelline NPDES discharge,34.78,-92.14,DELT,3B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0074B#display,60,08020402,ARK0074B,I,Water Quality Monitoring Station,,-10256945.202,4134661.947
101,ARK0075A,Dark Hollow Cr. ab.Union Pacific Rail yards NPDES outfalls.,34.77,-92.24,ARRV,3C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0075A#display,60,11110207,ARK0075A,I,Water Quality Monitoring Station,,-10268455.64,4133238.864
102,ARK0075B,Dark Hollow Cr. bl. Union Pacific Rail Yards NPDES outfall.,34.76,-92.23,ARRV,3C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0075B#display,60,11110207,ARK0075B,I,Water Quality Monitoring Station,,-10267520.556,4130867.46
103,ARK0076A,"Mill Cr. Ab Whirlpool NPDES discharge. Fort Smith,AR.",35.32,-94.40,ARRV,3I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0076A#display,66,11110105,ARK0076A,I,Water Quality Monitoring Station,,-10509028.26,4207194.993
104,ARK0076B,"Mill Cr. Bl. whirlpool NPDES Discharge. Fort Smith, Ar.",35.33,-94.41,ARRV,3I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0076B#display,66,11110105,ARK0076B,I,Water Quality Monitoring Station,,-10509484.67,4208136.389
105,ARK0077A,"Keeling Cr. ab. Deltic Tember discharge Ola, Ar.",35.03,-93.23,ARRV,3G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0077A#display,75,11110204,ARK0077A,I,Water Quality Monitoring Station,AR_11110204_902,-10377760.28,4167728.526
106,ARK0077B,Keeling Cr. below Deltic Timber holding pond discharge,35.03,-93.22,ARRV,3G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0077B#display,75,11110204,ARK0077B,I,Water Quality Monitoring Station,AR_11110204_902,-10376680.48,4168000.416
107,ARK0078,FLINT CREEK AT HIGHWAY 59,36.24,-94.49,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0078#display,04,11110103,ARK0078,A,Water Quality Monitoring Station,AR_11110103_831,-10518212.347,4333999.849
108,ARK0079,ILLINOIS RIVER NEAR PEDRO ARKANSAS,36.18,-94.39,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0079#display,04,11110103,ARK0079,I,Water Quality Monitoring Station,AR_11110103_023,-10507636.856,4324811.278
109,ARK0080,CLEAR CREEK AT SAVOY ARKANSAS,36.10,-94.34,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0080#display,72,11110103,ARK0080,I,Water Quality Monitoring Station,AR_11110103_029,-10501447.153,4314845.26
110,ARK0081,ILLINOIS RIVER NEAR VINEY GROVE ARKANSAS,36.05,-94.32,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0081#display,72,11110103,ARK0081,I,Water Quality Monitoring Station,AR_11110103_028,-10499499.707,4308110.394
111,ARK0082,"Osage Creek on Logan Rd in Logan, 14 miles W of Springdale",36.19,-94.39,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0082#display,04,11110103,ARK0082,A,Water Quality Monitoring Station,AR_11110103_730,-10507168.892,4326990.482
112,ARK0083,"Muddy Fork Illinos River Near Savoy,AR on CR37/Viney Grove R",36.07,-94.35,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0083#display,72,11110103,ARK0083,I,Water Quality Monitoring Station,AR_11110103_025,-10502842.554,4310242.106
113,ARK0084,White Oak Creek on SR105 (Ave 2 SE) in Atkins,35.24,-92.94,ARRV,3F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0084#display,58,11110203,ARK0084,I,Water Quality Monitoring Station,AR_11110203_927,-10345544.443,4196449.636
114,ARK0085,Unnamed ditch below Con Agra discharge on Hwy 64 near Atkins,35.24,-92.91,ARRV,3F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0085#display,58,11110203,ARK0085,I,Water Quality Monitoring Station,,-10342728.163,4196804.232
115,ARK0086,Bayou Meto below Remington Arms above SR15 5 miles W of Lonoke,34.77,-92.01,DELT,3B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0086#display,43,08020402,ARK0086,I,Water Quality Monitoring Station,AR_08020402_007,-10242295.822,4133116.918
116,ARK0087,Unnamed ditch to Poteau River on Hwy 71 NW of Waldron (BL Tyson and Waldron disch.),34.91,-94.11,ARRV,3I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0087#display,64,11110105,ARK0087,I,Water Quality Monitoring Station,AR_11110105_831,-10475923.114,4152027.788
117,ARK0088,Cypress Branch at Hwy 107 in N Little Rock (BL LRAFB discharge 001),34.91,-92.18,ARRV,3B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0088#display,60,08020402,ARK0088,I,Water Quality Monitoring Station,AR_08020402_707,-10261684.505,4151416.753
118,ARK0089,Unnamed ditch on CR70 (Maddox Rd) in N Little Rock (receiving LRAFB discharge 002),34.92,-92.12,ARRV,3B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0089#display,60,08020402,ARK0089,I,Water Quality Monitoring Station,,-10254284.55,4152784.924
119,ARK0090A,Frog Bayou on Hwy 282 (AB Lectra Circuit) 1 mile S of Mountainburg,35.62,-94.18,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0090A#display,17,11110201,ARK0090A,I,Water Quality Monitoring Station,AR_11110201_018,-10484105.281,4247802.208
120,ARK0090B,Frog Bayou on SR282 (BL Lectra Circuit) 2 miles S of Mountainburg,35.59,-94.22,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0090B#display,17,11110201,ARK0090B,A,Water Quality Monitoring Station,AR_11110201_018,-10488967.527,4243877.379
121,ARK0091,Discharge of Quanex Corp on Hwy 45 nr Fort Smith,35.30,-94.38,ARRV,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0091#display,66,11110104,ARK0091,I,Water Quality Monitoring Station,,-10506089.425,4205107.834
122,ARK0092,Discharge of Owens-Corning on Hwy 45 nr Fort Smith,35.30,-94.38,ARRV,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0092#display,66,11110104,ARK0092,I,Water Quality Monitoring Station,,-10506089.425,4205107.834
123,ARK0093,Fourche Creek on Mabelvale Pike in Little Rock,34.71,-92.33,GULF,3C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0093#display,60,11110207,ARK0093,I,Water Quality Monitoring Station,AR_11110207_022,-10278362.218,4124950.156
124,ARK0094,Fourche Creek on Fourche Dam Pike in Little Rock,34.72,-92.20,DELT,3C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0094#display,60,11110207,ARK0094,I,Water Quality Monitoring Station,AR_11110207_010,-10263784.824,4126136.327
125,ARK0095,Beatty Branch; Approx. 1/2 mile above Lincoln Lake,35.99,-94.43,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0095#display,72,11110103,ARK0095,I,Water Quality Monitoring Station,AR_11110103_926,-10512111.816,4299480.252
126,ARK0096,"Moores Creek, Approx. 1/2 mile above Lincoln Lake",35.98,-94.42,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0096#display,72,11110103,ARK0096,I,Water Quality Monitoring Station,AR_11110103_826,-10510976.357,4297870.638
127,ARK0097,Bayou Two Prairie at SR13 S of Carlisle,34.77,-91.75,DELT,3B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0097#display,43,08020402,ARK0097,A,Water Quality Monitoring Station,AR_08020402_206,-10213720.256,4132588.584
128,ARK0100,Poteau River 600 yards below Hwy 71 bridge N of Wadron,34.92,-94.11,ARRV,3I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0100#display,64,11110105,ARK0100,I,Water Quality Monitoring Station,AR_11110105_031,-10476433.544,4152567.401
129,ARK0101,Poteau River 300 yards above Hwy 71 bridge N of Wadron,34.91,-94.10,ARRV,3I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0101#display,64,11110105,ARK0101,I,Water Quality Monitoring Station,AR_11110105_731,-10475476.382,4151915.933
130,ARK0102,Jones Creek 300 yards AB confluence with Poteau River on CR75/Parker Rd N of Waldron,34.92,-94.17,ARRV,3I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0102#display,64,11110105,ARK0102,I,Water Quality Monitoring Station,AR_11110105_028,-10482612.206,4153395.515
131,ARK0103,Spavinaw Creek on SR59 S of Gravette,36.40,-94.45,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0103#display,04,11070209,ARK0103,I,Water Quality Monitoring Station,AR_11070209_048,-10513824.013,4355365.018
132,ARK0104,Little Piney Creek on SR359 2.5 miles E of Lamar,35.45,-93.34,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0104#display,36,11110202,ARK0104,I,Water Quality Monitoring Station,AR_11110202_024,-10390373.075,4224972.24
133,ARK0105,Big Piney Creek on SR359 5 miles E of Lamar,35.44,-93.31,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0105#display,36,11110202,ARK0105,I,Water Quality Monitoring Station,AR_11110202_019,-10387623.04,4223182.331
134,ARK0106,Unnamed tributary on SR333 6 miles W of Dover,35.41,-93.22,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0106#display,58,11110202,ARK0106,I,Water Quality Monitoring Station,AR_11110202_319,-10377359.243,4220231.754
135,ARK0107,Wilson Creek on Rushing Rd 6 miles NW of Dover,35.45,-93.19,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0107#display,58,11110202,ARK0107,I,Water Quality Monitoring Station,AR_11110202_419,-10373708.1,4225696.836
136,ARK0108,Unnamed tributary on Lindsey Hill Rd 7.5 miles NE of Dover,35.48,-93.18,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0108#display,58,11110202,ARK0108,I,Water Quality Monitoring Station,AR_11110202_519,-10373006.578,4228689.553
137,ARK0109,Unnamed tributary on CR164/Callahan Ln 8 miles N of Dover,35.50,-93.18,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0109#display,58,11110202,ARK0109,I,Water Quality Monitoring Station,AR_11110202_619,-10372361.11,4231369.092
138,ARK0110,Mill Creek on Silex Rd 9 miles N of Dover,35.51,-93.19,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0110#display,58,11110202,ARK0110,I,Water Quality Monitoring Station,AR_11110202_901,-10373764.154,4232955.324
139,ARK0111,Dry Creek on SR164/Pilot Rock Mountain Rd 11 miles N of Dover,35.52,-93.18,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0111#display,58,11110202,ARK0111,I,Water Quality Monitoring Station,AR_11110202_719,-10373018.469,4234528.22
140,ARK0112,Levi Creek on CR1801/Old Hwy 7 11.5 miles N of Dover,35.52,-93.15,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0112#display,58,11110202,ARK0112,I,Water Quality Monitoring Station,AR_11110202_819,-10369110.837,4234651.348
141,ARK0113,Big Piney Creek on CR1804 S of Long Pool Recreation Area,35.54,-93.15,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0113#display,58,11110202,ARK0113,I,Water Quality Monitoring Station,AR_11110202_919,-10369734.224,4237058.891
142,ARK0114,Indian Creek just off Indian Creek Rd/Treat Rd near Treat,35.61,-93.14,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0114#display,58,11110202,ARK0114,I,Water Quality Monitoring Station,AR_11110202_020,-10368197.839,4246419.617
143,ARK0115,Moccasin Creek on Indian Creek Rd/Treat Rd near Treat,35.60,-93.14,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0115#display,58,11110202,ARK0115,I,Water Quality Monitoring Station,,-10368264.934,4246351.197
144,ARK0116,Big Piney Creek on CR1802 S of Ft. Douglas,35.62,-93.22,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0116#display,36,11110202,ARK0116,I,Water Quality Monitoring Station,AR_11110202_021,-10376859.006,4248824.52
145,ARK0117,Haw Creek on SR123 near Ft. Douglas,35.68,-93.25,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0117#display,36,11110202,ARK0117,I,Water Quality Monitoring Station,AR_11110202_921,-10380120.321,4256926.414
146,ARK0118,Big Piney Creek off FSR5881/Big Piney Creek Rd near Ft. Douglas,35.68,-93.24,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0118#display,36,11110202,ARK0118,I,Water Quality Monitoring Station,AR_11110202_021,-10378918.561,4256329.921
147,ARK0119,Hurricane Creek on FSR5881/Big Piney Creek Rd near Ft. Douglas,35.70,-93.24,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0119#display,36,11110202,ARK0119,I,Water Quality Monitoring Station,AR_11110202_022,-10379863.832,4259324.738
148,ARK0120,Big Piney Creek at CR30/FSR202 8 miles S of Deer,35.73,-93.27,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0120#display,51,11110202,ARK0120,I,Water Quality Monitoring Station,AR_11110202_023,-10383080.983,4263959.226
149,ARK0121,Cow Creek off CR309/FSR1202 8 miles S of Deer,35.74,-93.28,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0121#display,51,11110202,ARK0121,I,Water Quality Monitoring Station,AR_11110202_723,-10383718.808,4264552.996
150,ARK0122,Curtis Creek on CR311/FSR1002 4 miles SW of Deer,35.78,-93.27,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0122#display,51,11110202,ARK0122,I,Water Quality Monitoring Station,AR_11110202_823,-10383047.861,4270036.046
151,ARK0123,Home Creek at CR29/FSR1232 4 miles SW of Deer,35.78,-93.29,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0123#display,51,11110202,ARK0123,I,Water Quality Monitoring Station,AR_11110202_923,-10384506.11,4270612.35
152,ARK0124,Big Piney Creek on CR314/FSR1458 10 miles SW of Deer (S. of Edwards Jct),35.78,-93.35,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0124#display,51,11110202,ARK0124,I,Water Quality Monitoring Station,AR_11110202_023,-10391441.498,4270927.995
153,ARK0125,Walnut Creek on CR26 10 miles SW of Deer (S. of Edwards Jct),35.79,-93.36,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0125#display,51,11110202,ARK0125,A,Water Quality Monitoring Station,AR_11110202_902,-10392888.706,4271476.601
154,ARK0126,Little Piney Creek on SR123 5.5 miles N of Hagarville (LPC02),35.58,-93.30,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0126#display,36,11110202,ARK0126,I,Water Quality Monitoring Station,AR_11110202_025,-10386598.785,4243531.191
155,ARK0127,Opossum Branch on SR359 2 miles E of Lamar (LPCT01),35.45,-93.35,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0127#display,36,11110202,ARK0127,I,Water Quality Monitoring Station,AR_11110202_924,-10391519.631,4224862.773
156,ARK0128,Slover Creek on SR315 3 miles E of Lamar (LPCT02),35.46,-93.33,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0128#display,36,11110202,ARK0128,I,Water Quality Monitoring Station,AR_11110202_824,-10389916.152,4225970.004
157,ARK0129,Minnow Creek just off SR164 on CR3630 4 miles N of Lamar (LPCT03),35.50,-93.37,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0129#display,36,11110202,ARK0129,I,Water Quality Monitoring Station,AR_11110202_026,-10393389.791,4231629.361
158,ARK0130,Fourche Creek near Otter Creek in Little Rock at Interstate 430,34.67,-92.41,GULF,3C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0130#display,60,11110207,ARK0130,I,Water Quality Monitoring Station,AR_11110207_024,-10286756.705,4119613.431
159,ARK0131,Fourche Creek just off I440 in East Little Rock,34.72,-92.21,GULF,3C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=ARK0131#display,60,11110207,ARK0131,A,Water Quality Monitoring Station,AR_11110207_022,-10264390.375,4125468.316
